Fecha, Voltaje, Corriente, Potencia, Energía, Frecuencia, Factor de Potencia 
2023/9/5 (Martes) 6:20:0, 126.10, 10.50, 1234.20, 4437.58, 60.00, 0.93
2023/9/5 (Martes) 6:25:0, 125.70, 10.68, 1247.60, 4437.69, 59.90, 0.93
2023/9/5 (Martes) 6:30:0, 125.70, 10.35, 1209.60, 4437.79, 59.90, 0.93
2023/9/5 (Martes) 6:35:0, 125.60, 11.18, 1311.00, 4437.89, 59.90, 0.93
2023/9/5 (Martes) 6:40:0, 125.30, 10.59, 1234.40, 4438.00, 59.90, 0.93
2023/9/5 (Martes) 6:45:0, 125.20, 12.30, 1408.80, 4438.10, 60.00, 0.91
2023/9/5 (Martes) 6:50:0, 125.00, 14.27, 1663.80, 4438.22, 60.00, 0.93
2023/9/5 (Martes) 6:55:0, 124.40, 12.52, 1409.50, 4438.34, 59.90, 0.91
2023/9/5 (Martes) 7:0:0, 124.50, 11.96, 1351.10, 4438.46, 60.00, 0.91
2023/9/5 (Martes) 7:5:0, 124.70, 10.54, 1220.00, 4438.56, 59.90, 0.93
2023/9/5 (Martes) 7:10:0, 124.30, 11.64, 1341.70, 4438.67, 60.00, 0.93
2023/9/5 (Martes) 7:15:0, 124.60, 10.92, 1261.60, 4438.77, 60.00, 0.93
2023/9/5 (Martes) 7:20:0, 124.30, 11.01, 1276.60, 4438.88, 60.00, 0.93
2023/9/5 (Martes) 7:30:0, 123.20, 10.73, 1232.40, 4439.09, 59.90, 0.93
2023/9/5 (Martes) 7:35:0, 123.70, 9.98, 1136.80, 4439.20, 60.00, 0.92
2023/9/5 (Martes) 7:40:0, 123.80, 10.63, 1214.40, 4439.30, 59.90, 0.92
2023/9/5 (Martes) 7:45:0, 123.40, 10.96, 1253.70, 4439.40, 60.00, 0.93
2023/9/5 (Martes) 7:50:0, 123.50, 12.34, 1389.40, 4439.52, 59.90, 0.91
2023/9/5 (Martes) 7:55:0, 123.90, 10.31, 1185.00, 4439.63, 60.00, 0.93
2023/9/5 (Martes) 8:5:0, 124.20, 12.12, 1392.20, 4439.87, 59.90, 0.92
2023/9/5 (Martes) 8:10:0, 124.00, 10.82, 1178.10, 4439.97, 60.00, 0.88
2023/9/5 (Martes) 8:15:0, 124.40, 11.00, 1204.60, 4440.07, 60.00, 0.88
2023/9/5 (Martes) 8:20:0, 124.50, 10.82, 1177.70, 4440.17, 59.90, 0.87
2023/9/5 (Martes) 8:25:0, 124.70, 10.78, 1175.60, 4440.27, 60.00, 0.87
2023/9/5 (Martes) 8:30:0, 123.80, 14.94, 1658.70, 4440.39, 60.00, 0.90
2023/9/5 (Martes) 8:35:0, 124.00, 15.86, 1670.20, 4440.51, 60.00, 0.85
2023/9/5 (Martes) 8:40:0, 124.60, 12.16, 1321.30, 4440.63, 60.00, 0.87
2023/9/5 (Martes) 8:45:0, 124.40, 10.87, 1176.40, 4440.74, 60.00, 0.87
2023/9/5 (Martes) 8:50:0, 124.10, 12.06, 1323.80, 4440.84, 59.90, 0.88
2023/9/5 (Martes) 8:55:0, 123.60, 11.86, 1307.70, 4440.95, 59.90, 0.89
2023/9/5 (Martes) 9:0:0, 122.90, 11.78, 1290.90, 4441.06, 59.90, 0.89
2023/9/5 (Martes) 9:5:0, 125.10, 11.14, 1227.80, 4441.18, 59.90, 0.88
2023/9/5 (Martes) 9:10:0, 124.40, 14.46, 1587.50, 4441.28, 60.00, 0.88
2023/9/5 (Martes) 9:15:0, 123.30, 15.11, 1649.40, 4441.40, 59.90, 0.89
2023/9/5 (Martes) 9:20:0, 123.00, 19.36, 2078.50, 4441.54, 59.90, 0.87
2023/9/5 (Martes) 9:25:0, 122.00, 20.95, 2226.20, 4441.73, 60.00, 0.87
2023/9/5 (Martes) 9:30:0, 122.00, 21.08, 2230.40, 4441.92, 59.90, 0.87
2023/9/5 (Martes) 9:35:0, 123.50, 22.10, 2366.80, 4442.11, 59.80, 0.87
2023/9/5 (Martes) 9:40:0, 124.20, 23.18, 2517.50, 4442.31, 59.90, 0.87
2023/9/5 (Martes) 9:45:0, 123.80, 25.00, 2850.50, 4442.53, 60.00, 0.92
2023/9/5 (Martes) 9:50:0, 123.80, 25.05, 2855.30, 4442.77, 60.00, 0.92
2023/9/5 (Martes) 9:55:0, 123.70, 25.76, 2944.60, 4443.00, 59.90, 0.92
2023/9/5 (Martes) 10:0:0, 123.60, 29.07, 3342.10, 4443.27, 60.00, 0.93
2023/9/5 (Martes) 10:5:0, 124.20, 30.19, 3459.40, 4443.56, 60.00, 0.92
2023/9/5 (Martes) 10:10:0, 123.90, 33.53, 3925.30, 4443.86, 59.80, 0.95
2023/9/5 (Martes) 10:15:0, 123.10, 37.24, 4320.10, 4444.20, 59.90, 0.94
2023/9/5 (Martes) 10:20:0, 124.20, 32.34, 3717.50, 4444.53, 60.00, 0.93
2023/9/5 (Martes) 10:25:0, 123.00, 33.45, 3869.60, 4444.85, 59.80, 0.94
2023/9/5 (Martes) 10:30:0, 123.20, 37.06, 4300.00, 4445.16, 60.00, 0.94
2023/9/5 (Martes) 10:35:0, 123.50, 33.12, 3803.70, 4445.50, 59.90, 0.93
2023/9/5 (Martes) 10:40:0, 123.50, 32.18, 3680.50, 4445.82, 59.90, 0.93
2023/9/5 (Martes) 10:45:0, 122.50, 40.97, 4790.70, 4446.21, 60.00, 0.95
2023/9/5 (Martes) 10:50:0, 122.30, 36.60, 4211.30, 4446.57, 59.90, 0.94
2023/9/5 (Martes) 10:55:0, 122.60, 35.53, 4096.50, 4446.93, 59.90, 0.94
2023/9/5 (Martes) 11:0:0, 122.60, 37.40, 4318.30, 4447.29, 59.90, 0.94
2023/9/5 (Martes) 11:5:0, 120.70, 39.78, 4519.50, 4447.68, 59.90, 0.94
2023/9/5 (Martes) 11:10:0, 121.20, 38.56, 4391.50, 4448.05, 59.90, 0.94
2023/9/5 (Martes) 11:15:0, 121.40, 43.63, 4980.40, 4448.43, 60.00, 0.94
2023/9/5 (Martes) 11:20:0, 121.60, 39.07, 4481.40, 4448.83, 60.00, 0.94
2023/9/5 (Martes) 11:30:0, 121.00, 39.53, 4518.80, 4449.61, 60.00, 0.94
2023/9/5 (Martes) 11:35:0, 120.00, 42.59, 4865.00, 4450.02, 59.90, 0.95
2023/9/5 (Martes) 11:40:0, 122.60, 42.13, 4877.30, 4450.43, 60.00, 0.94
2023/9/5 (Martes) 11:45:0, 122.60, 40.49, 4690.30, 4450.83, 60.00, 0.94
2023/9/5 (Martes) 11:50:0, 123.30, 40.30, 4716.70, 4451.21, 60.00, 0.95
2023/9/5 (Martes) 11:55:0, 123.50, 39.13, 4555.30, 4451.60, 60.00, 0.94
2023/9/5 (Martes) 12:0:0, 123.40, 36.70, 4287.40, 4451.97, 59.90, 0.95
2023/9/5 (Martes) 12:5:0, 123.10, 34.00, 3931.10, 4452.32, 59.90, 0.94
2023/9/5 (Martes) 12:10:0, 123.80, 33.19, 3823.00, 4452.64, 60.00, 0.93
2023/9/5 (Martes) 12:15:0, 124.30, 35.27, 4119.80, 4452.98, 60.00, 0.94
2023/9/5 (Martes) 12:20:0, 123.80, 37.16, 4351.70, 4453.33, 60.00, 0.95
2023/9/5 (Martes) 12:25:0, 124.90, 35.63, 4200.10, 4453.69, 60.00, 0.94
2023/9/5 (Martes) 12:30:0, 124.40, 38.51, 4523.30, 4454.05, 60.00, 0.94
2023/9/5 (Martes) 12:35:0, 124.10, 36.21, 4244.90, 4454.42, 59.90, 0.94
2023/9/5 (Martes) 12:40:0, 125.50, 31.66, 3703.60, 4454.76, 60.00, 0.93
2023/9/5 (Martes) 12:45:0, 124.30, 38.52, 4529.00, 4455.09, 59.90, 0.95
2023/9/5 (Martes) 12:50:0, 123.50, 37.86, 4427.90, 4455.46, 60.00, 0.95
2023/9/5 (Martes) 12:55:0, 124.90, 38.02, 4542.90, 4455.83, 59.90, 0.96
2023/9/5 (Martes) 13:5:0, 124.10, 36.31, 4280.00, 4456.59, 59.90, 0.95
2023/9/5 (Martes) 13:10:0, 124.00, 42.10, 4990.00, 4456.96, 60.00, 0.96
2023/9/5 (Martes) 13:15:0, 123.90, 39.33, 4650.60, 4457.35, 60.00, 0.95
2023/9/5 (Martes) 13:20:0, 123.10, 42.37, 5018.50, 4457.75, 59.90, 0.96
2023/9/5 (Martes) 13:25:0, 123.50, 38.72, 4554.90, 4458.15, 59.90, 0.95
2023/9/5 (Martes) 13:35:0, 122.90, 40.37, 4746.50, 4458.91, 60.00, 0.96
2023/9/5 (Martes) 13:40:0, 123.40, 38.28, 4512.70, 4459.29, 59.90, 0.96
2023/9/5 (Martes) 13:45:0, 123.10, 39.88, 4686.60, 4459.68, 59.90, 0.95
2023/9/5 (Martes) 13:50:0, 123.60, 41.69, 4937.10, 4460.08, 59.90, 0.96
2023/9/5 (Martes) 13:55:0, 124.70, 38.83, 4609.90, 4460.47, 59.90, 0.95
2023/9/5 (Martes) 14:0:0, 125.10, 37.92, 4516.20, 4460.88, 59.90, 0.95
2023/9/5 (Martes) 14:5:0, 124.40, 37.13, 4409.90, 4461.27, 60.00, 0.95
2023/9/5 (Martes) 14:10:0, 125.00, 37.63, 4494.50, 4461.65, 60.00, 0.96
2023/9/5 (Martes) 14:15:0, 124.60, 38.45, 4565.80, 4462.03, 59.90, 0.95
2023/9/5 (Martes) 14:20:0, 124.60, 38.60, 4584.50, 4462.41, 60.00, 0.95
2023/9/5 (Martes) 14:25:0, 124.50, 39.83, 4719.00, 4462.79, 60.00, 0.95
2023/9/5 (Martes) 14:30:0, 124.10, 40.39, 4788.10, 4463.22, 59.90, 0.96
2023/9/5 (Martes) 14:35:0, 123.70, 43.57, 5203.70, 4463.66, 60.00, 0.97
2023/9/5 (Martes) 14:40:0, 124.40, 39.56, 4699.90, 4464.06, 59.90, 0.96
2023/9/5 (Martes) 14:45:0, 124.40, 37.81, 4462.60, 4464.45, 59.90, 0.95
2023/9/5 (Martes) 14:50:0, 124.60, 37.94, 4494.20, 4464.82, 60.00, 0.95
2023/9/5 (Martes) 14:55:0, 124.60, 40.90, 4879.20, 4465.21, 60.00, 0.96
2023/9/5 (Martes) 15:0:0, 125.00, 34.54, 4087.80, 4465.58, 59.90, 0.95
2023/9/5 (Martes) 15:5:0, 125.20, 33.64, 4000.60, 4465.93, 59.90, 0.95
2023/9/5 (Martes) 15:10:0, 124.30, 36.66, 4342.00, 4466.29, 59.90, 0.95
2023/9/5 (Martes) 15:15:0, 124.50, 32.34, 3830.90, 4466.62, 59.90, 0.95
2023/9/5 (Martes) 15:20:0, 124.00, 33.25, 3911.00, 4466.94, 59.90, 0.95
2023/9/5 (Martes) 15:30:0, 123.90, 31.79, 3749.20, 4467.59, 60.00, 0.95
2023/9/5 (Martes) 15:35:0, 124.30, 29.40, 3455.70, 4467.89, 60.00, 0.95
2023/9/5 (Martes) 15:40:0, 125.30, 28.27, 3371.70, 4468.16, 60.00, 0.95
2023/9/5 (Martes) 15:45:0, 125.90, 28.29, 3406.30, 4468.45, 60.00, 0.96
2023/9/5 (Martes) 15:50:0, 125.70, 27.86, 3331.70, 4468.73, 60.00, 0.95
2023/9/5 (Martes) 15:55:0, 125.70, 28.84, 3442.00, 4469.01, 60.00, 0.95
2023/9/5 (Martes) 16:0:0, 122.80, 32.31, 3710.40, 4469.33, 59.90, 0.94
2023/9/5 (Martes) 16:5:0, 123.60, 31.04, 3573.50, 4469.65, 60.00, 0.93
2023/9/5 (Martes) 16:10:0, 121.00, 37.01, 4212.20, 4469.96, 59.90, 0.94
2023/9/5 (Martes) 16:15:0, 122.00, 34.48, 3973.00, 4470.30, 60.00, 0.94
2023/9/5 (Martes) 16:20:0, 122.50, 35.91, 4170.50, 4470.64, 59.90, 0.95
2023/9/5 (Martes) 16:25:0, 121.90, 39.82, 4633.80, 4471.02, 59.90, 0.95
2023/9/5 (Martes) 16:30:0, 122.00, 37.61, 4347.50, 4471.39, 59.90, 0.95
2023/9/5 (Martes) 16:35:0, 121.40, 41.92, 4864.30, 4471.76, 60.00, 0.96
2023/9/5 (Martes) 16:40:0, 121.70, 42.67, 4971.00, 4472.19, 60.00, 0.96
2023/9/5 (Martes) 16:45:0, 121.30, 43.24, 5016.40, 4472.62, 60.00, 0.96
2023/9/5 (Martes) 16:50:0, 120.90, 44.70, 5172.80, 4473.06, 60.00, 0.96
2023/9/5 (Martes) 16:55:0, 121.40, 44.56, 5182.10, 4473.50, 60.00, 0.96
2023/9/5 (Martes) 17:0:0, 120.90, 43.99, 5076.90, 4473.93, 59.90, 0.95
2023/9/5 (Martes) 17:5:0, 121.40, 43.32, 5033.50, 4474.36, 60.00, 0.96
2023/9/5 (Martes) 17:10:0, 121.50, 43.34, 5025.30, 4474.79, 59.90, 0.95
2023/9/5 (Martes) 17:15:0, 121.40, 43.36, 5020.00, 4475.21, 60.00, 0.95
2023/9/5 (Martes) 17:20:0, 121.20, 42.42, 4882.70, 4475.63, 60.00, 0.95
2023/9/5 (Martes) 17:25:0, 121.50, 42.67, 4934.70, 4476.04, 59.90, 0.95
2023/9/5 (Martes) 17:30:0, 122.00, 41.88, 4865.10, 4476.45, 59.90, 0.95
2023/9/5 (Martes) 17:35:0, 122.40, 38.11, 4402.00, 4476.84, 59.90, 0.94
2023/9/5 (Martes) 17:40:0, 122.40, 38.53, 4451.80, 4477.22, 59.90, 0.94
2023/9/5 (Martes) 17:45:0, 122.80, 35.75, 4100.90, 4477.60, 60.00, 0.93
2023/9/5 (Martes) 17:50:0, 122.80, 38.29, 4423.60, 4477.94, 60.00, 0.94
2023/9/5 (Martes) 17:55:0, 121.60, 45.22, 5260.20, 4478.32, 59.90, 0.96
2023/9/5 (Martes) 18:0:0, 122.60, 39.01, 4490.90, 4478.74, 59.90, 0.94
2023/9/5 (Martes) 18:5:0, 122.50, 40.31, 4679.40, 4479.13, 60.00, 0.95
2023/9/5 (Martes) 18:10:0, 122.40, 39.96, 4656.80, 4479.51, 59.90, 0.95
2023/9/5 (Martes) 18:15:0, 122.60, 38.14, 4438.50, 4479.89, 59.90, 0.95
2023/9/5 (Martes) 18:20:0, 122.70, 39.18, 4494.20, 4480.26, 60.00, 0.93
2023/9/5 (Martes) 18:30:0, 122.60, 37.54, 4347.10, 4480.99, 60.00, 0.94
2023/9/5 (Martes) 18:35:0, 123.40, 36.61, 4264.80, 4481.35, 60.00, 0.94
2023/9/5 (Martes) 18:40:0, 123.00, 37.64, 4370.80, 4481.71, 59.90, 0.94
2023/9/5 (Martes) 18:45:0, 123.40, 37.84, 4398.50, 4482.08, 60.00, 0.94
2023/9/5 (Martes) 18:50:0, 122.80, 37.64, 4361.30, 4482.45, 59.90, 0.94
2023/9/5 (Martes) 18:55:0, 122.90, 38.37, 4434.50, 4482.82, 59.90, 0.94
2023/9/5 (Martes) 19:0:0, 123.40, 32.62, 3712.00, 4483.14, 60.00, 0.92
2023/9/5 (Martes) 19:5:0, 124.10, 27.01, 3134.30, 4483.41, 59.90, 0.94
2023/9/5 (Martes) 19:10:0, 124.40, 25.35, 2964.90, 4483.67, 60.00, 0.94
2023/9/5 (Martes) 19:15:0, 124.70, 26.07, 3081.60, 4483.92, 60.00, 0.95
2023/9/5 (Martes) 19:20:0, 124.10, 24.55, 2864.40, 4484.16, 59.90, 0.94
2023/9/5 (Martes) 19:25:0, 124.60, 24.52, 2868.60, 4484.40, 59.90, 0.94
2023/9/5 (Martes) 19:30:0, 125.00, 22.77, 2677.40, 4484.63, 60.00, 0.94
2023/9/5 (Martes) 19:35:0, 124.40, 25.12, 2909.60, 4484.86, 59.90, 0.93
2023/9/5 (Martes) 19:40:0, 124.80, 24.61, 2852.40, 4485.11, 60.00, 0.93
2023/9/5 (Martes) 19:45:0, 124.70, 25.70, 2948.80, 4485.35, 60.00, 0.92
2023/9/5 (Martes) 19:50:0, 124.70, 27.02, 3153.80, 4485.60, 60.00, 0.94
2023/9/5 (Martes) 19:55:0, 125.30, 20.42, 2367.90, 4485.82, 59.90, 0.93
2023/9/5 (Martes) 20:0:0, 125.70, 21.75, 2539.00, 4486.02, 59.90, 0.93
2023/9/5 (Martes) 20:5:0, 125.20, 24.24, 2747.20, 4486.23, 60.00, 0.91
2023/9/5 (Martes) 20:10:0, 125.80, 22.08, 2586.90, 4486.45, 59.90, 0.93
2023/9/5 (Martes) 20:15:0, 124.50, 24.43, 2800.70, 4486.66, 59.90, 0.92
2023/9/5 (Martes) 20:20:0, 125.10, 21.75, 2529.10, 4486.87, 60.00, 0.93
2023/9/5 (Martes) 20:25:0, 124.10, 22.86, 2679.30, 4487.09, 60.00, 0.94
2023/9/5 (Martes) 20:35:0, 122.70, 24.47, 2733.70, 4487.52, 59.90, 0.91
2023/9/5 (Martes) 20:40:0, 122.90, 23.45, 2613.10, 4487.75, 60.00, 0.91
2023/9/5 (Martes) 20:45:0, 123.00, 23.11, 2583.00, 4487.97, 59.90, 0.91
2023/9/5 (Martes) 20:50:0, 121.40, 37.77, 4502.60, 4488.24, 60.00, 0.98
2023/9/5 (Martes) 20:55:0, 120.70, 41.03, 4820.80, 4488.62, 59.90, 0.97
2023/9/5 (Martes) 21:0:0, 123.10, 24.10, 2779.90, 4488.96, 60.00, 0.94
2023/9/5 (Martes) 21:5:0, 123.90, 21.48, 2465.20, 4489.17, 59.90, 0.93
2023/9/5 (Martes) 21:10:0, 123.70, 21.88, 2512.90, 4489.38, 60.00, 0.93
2023/9/5 (Martes) 21:15:0, 124.20, 20.96, 2419.10, 4489.58, 60.00, 0.93
2023/9/5 (Martes) 21:20:0, 124.30, 22.27, 2531.00, 4489.78, 59.90, 0.91
2023/9/5 (Martes) 21:25:0, 123.90, 22.84, 2581.10, 4489.99, 60.00, 0.91
2023/9/5 (Martes) 21:35:0, 124.90, 19.93, 2297.50, 4490.39, 60.00, 0.92
2023/9/5 (Martes) 21:40:0, 125.40, 21.12, 2458.70, 4490.58, 60.00, 0.93
2023/9/5 (Martes) 21:45:0, 125.30, 21.18, 2456.00, 4490.77, 60.00, 0.93
2023/9/5 (Martes) 21:50:0, 125.50, 19.04, 2237.80, 4490.95, 59.90, 0.94
2023/9/5 (Martes) 21:55:0, 125.60, 18.90, 2223.40, 4491.14, 60.00, 0.94
2023/9/5 (Martes) 22:0:0, 125.60, 18.59, 2187.10, 4491.32, 59.90, 0.94
2023/9/5 (Martes) 22:5:0, 125.30, 21.23, 2462.50, 4491.52, 60.00, 0.93
2023/9/5 (Martes) 22:10:0, 124.90, 23.58, 2694.70, 4491.74, 60.00, 0.91
2023/9/5 (Martes) 22:15:0, 125.20, 23.38, 2620.40, 4491.95, 60.00, 0.90
2023/9/5 (Martes) 22:20:0, 125.60, 23.21, 2616.10, 4492.17, 60.00, 0.90
2023/9/5 (Martes) 22:25:0, 125.60, 22.87, 2578.80, 4492.39, 60.00, 0.90
2023/9/5 (Martes) 22:30:0, 125.70, 22.86, 2578.30, 4492.61, 60.00, 0.90
2023/9/5 (Martes) 22:35:0, 125.50, 21.92, 2521.90, 4492.82, 60.00, 0.92
2023/9/5 (Martes) 22:40:0, 126.00, 21.24, 2458.40, 4493.03, 59.90, 0.92
2023/9/5 (Martes) 22:45:0, 125.70, 19.81, 2310.90, 4493.23, 59.90, 0.93
2023/9/5 (Martes) 22:50:0, 125.80, 20.06, 2340.30, 4493.42, 60.00, 0.93
2023/9/5 (Martes) 22:55:0, 126.00, 19.40, 2274.10, 4493.62, 60.00, 0.93
2023/9/5 (Martes) 23:0:0, 125.90, 19.58, 2296.80, 4493.81, 60.00, 0.93
2023/9/5 (Martes) 23:5:0, 126.50, 19.65, 2308.00, 4494.00, 60.00, 0.93
2023/9/5 (Martes) 23:10:0, 126.30, 21.43, 2450.80, 4494.21, 60.00, 0.91
2023/9/5 (Martes) 23:15:0, 126.00, 22.27, 2621.90, 4494.42, 60.00, 0.93
2023/9/5 (Martes) 23:20:0, 124.30, 19.87, 2281.10, 4494.62, 59.90, 0.92
2023/9/5 (Martes) 23:25:0, 124.40, 21.11, 2435.20, 4494.81, 60.00, 0.93
2023/9/5 (Martes) 23:30:0, 125.00, 15.22, 1794.10, 4494.99, 59.90, 0.94
2023/9/5 (Martes) 23:35:0, 124.70, 15.73, 1843.70, 4495.14, 59.90, 0.94
2023/9/5 (Martes) 23:40:0, 125.80, 14.11, 1671.30, 4495.28, 60.00, 0.94
2023/9/5 (Martes) 23:45:0, 125.70, 13.94, 1657.90, 4495.42, 59.90, 0.95
2023/9/5 (Martes) 23:50:0, 125.40, 16.06, 1927.60, 4495.56, 60.00, 0.96
2023/9/5 (Martes) 23:55:0, 125.80, 15.94, 1884.80, 4495.71, 60.00, 0.94
2023/9/6 (Miércoles) 0:0:0, 126.10, 15.65, 1761.20, 4495.86, 60.00, 0.89
2023/9/6 (Miércoles) 0:5:0, 126.40, 13.86, 1596.50, 4496.00, 59.90, 0.91
2023/9/6 (Miércoles) 0:10:0, 126.60, 14.60, 1664.60, 4496.13, 59.90, 0.90
2023/9/6 (Miércoles) 0:15:0, 126.80, 16.48, 1949.30, 4496.27, 60.00, 0.93
2023/9/6 (Miércoles) 0:20:0, 127.10, 12.32, 1462.00, 4496.41, 60.00, 0.93
2023/9/6 (Miércoles) 0:30:0, 127.00, 12.27, 1452.30, 4496.67, 59.90, 0.93
2023/9/6 (Miércoles) 0:35:0, 127.20, 11.92, 1417.50, 4496.79, 60.00, 0.94
2023/9/6 (Miércoles) 0:40:0, 125.10, 12.25, 1431.80, 4496.91, 60.00, 0.93
2023/9/6 (Miércoles) 0:45:0, 125.60, 12.45, 1459.80, 4497.02, 60.00, 0.93
2023/9/6 (Miércoles) 0:50:0, 125.00, 11.97, 1396.60, 4497.15, 60.00, 0.93
2023/9/6 (Miércoles) 0:55:0, 125.00, 14.11, 1602.50, 4497.28, 60.00, 0.91
2023/9/6 (Miércoles) 1:0:0, 125.90, 13.88, 1586.10, 4497.42, 59.90, 0.91
2023/9/6 (Miércoles) 1:5:0, 125.00, 15.86, 1768.10, 4497.56, 60.00, 0.89
2023/9/6 (Miércoles) 1:10:0, 122.30, 13.92, 1577.30, 4497.70, 60.00, 0.93
2023/9/6 (Miércoles) 1:15:0, 124.80, 12.41, 1446.70, 4497.82, 59.90, 0.93
2023/9/6 (Miércoles) 1:20:0, 124.80, 12.74, 1486.70, 4497.94, 59.90, 0.94
2023/9/6 (Miércoles) 1:30:0, 126.20, 11.92, 1408.00, 4498.19, 60.00, 0.94
2023/9/6 (Miércoles) 1:35:0, 126.20, 11.15, 1307.80, 4498.30, 59.90, 0.93
2023/9/6 (Miércoles) 1:40:0, 126.40, 10.88, 1272.20, 4498.41, 60.00, 0.93
2023/9/6 (Miércoles) 1:45:0, 126.30, 12.81, 1485.10, 4498.53, 60.00, 0.92
2023/9/6 (Miércoles) 1:50:0, 125.60, 14.21, 1623.80, 4498.66, 59.80, 0.91
2023/9/6 (Miércoles) 1:55:0, 125.50, 13.87, 1583.20, 4498.79, 59.90, 0.91
2023/9/6 (Miércoles) 2:0:0, 125.70, 13.78, 1573.20, 4498.92, 60.00, 0.91
2023/9/6 (Miércoles) 2:5:0, 126.10, 12.56, 1476.20, 4499.05, 60.00, 0.93
2023/9/6 (Miércoles) 2:10:0, 123.30, 29.79, 3633.70, 4499.27, 60.00, 0.99
2023/9/6 (Miércoles) 2:15:0, 122.70, 29.61, 3596.70, 4499.57, 60.00, 0.99
2023/9/6 (Miércoles) 2:20:0, 123.20, 29.59, 3610.00, 4499.87, 60.00, 0.99
2023/9/6 (Miércoles) 2:25:0, 123.70, 29.41, 3599.80, 4500.17, 60.00, 0.99
2023/9/6 (Miércoles) 2:30:0, 123.90, 29.72, 3646.80, 4500.48, 59.90, 0.99
2023/9/6 (Miércoles) 2:35:0, 125.60, 14.39, 1649.00, 4500.77, 60.00, 0.91
2023/9/6 (Miércoles) 2:40:0, 125.00, 16.27, 1818.20, 4500.91, 60.00, 0.89
2023/9/6 (Miércoles) 2:45:0, 125.70, 15.56, 1743.50, 4501.05, 60.00, 0.89
2023/9/6 (Miércoles) 2:50:0, 125.20, 15.18, 1698.60, 4501.20, 60.00, 0.89
2023/9/6 (Miércoles) 2:55:0, 125.70, 12.04, 1412.90, 4501.33, 59.90, 0.93
2023/9/6 (Miércoles) 3:5:0, 125.70, 12.37, 1454.50, 4501.58, 60.00, 0.94
2023/9/6 (Miércoles) 3:10:0, 126.50, 11.25, 1323.00, 4501.69, 60.00, 0.93
2023/9/6 (Miércoles) 3:15:0, 126.30, 11.08, 1299.20, 4501.81, 60.00, 0.93
2023/9/6 (Miércoles) 3:20:0, 126.70, 11.22, 1321.60, 4501.92, 60.00, 0.93
2023/9/6 (Miércoles) 3:25:0, 126.40, 10.89, 1273.30, 4502.02, 59.90, 0.92
2023/9/6 (Miércoles) 3:30:0, 125.80, 14.21, 1623.00, 4502.15, 60.00, 0.91
2023/9/6 (Miércoles) 3:35:0, 126.10, 13.91, 1593.50, 4502.29, 60.00, 0.91
2023/9/6 (Miércoles) 3:40:0, 126.10, 14.11, 1611.80, 4502.42, 59.90, 0.91
2023/9/6 (Miércoles) 3:45:0, 126.70, 14.17, 1710.60, 4502.56, 60.00, 0.95
2023/9/6 (Miércoles) 3:50:0, 126.50, 11.88, 1402.40, 4502.68, 60.00, 0.93
2023/9/6 (Miércoles) 3:55:0, 126.40, 12.67, 1491.60, 4502.80, 60.00, 0.93
2023/9/6 (Miércoles) 4:0:0, 126.60, 12.55, 1479.00, 4502.93, 60.00, 0.93
2023/9/6 (Miércoles) 4:5:0, 127.10, 12.38, 1462.10, 4503.05, 59.90, 0.93
2023/9/6 (Miércoles) 4:10:0, 127.10, 12.15, 1439.80, 4503.17, 60.00, 0.93
2023/9/6 (Miércoles) 4:15:0, 127.30, 12.44, 1475.60, 4503.29, 60.00, 0.93
2023/9/6 (Miércoles) 4:20:0, 127.00, 13.80, 1581.30, 4503.42, 59.90, 0.90
2023/9/6 (Miércoles) 4:30:0, 126.40, 15.30, 1723.20, 4503.71, 59.90, 0.89
2023/9/6 (Miércoles) 4:35:0, 127.00, 14.41, 1653.90, 4503.85, 60.00, 0.90
2023/9/6 (Miércoles) 4:40:0, 127.30, 12.16, 1448.80, 4503.97, 60.00, 0.94
2023/9/6 (Miércoles) 4:45:0, 127.10, 12.01, 1426.40, 4504.09, 60.00, 0.93
2023/9/6 (Miércoles) 4:50:0, 127.50, 11.23, 1332.60, 4504.21, 60.00, 0.93
2023/9/6 (Miércoles) 4:55:0, 126.80, 11.85, 1404.90, 4504.33, 60.00, 0.93
2023/9/6 (Miércoles) 5:0:0, 128.10, 11.18, 1335.40, 4504.45, 60.00, 0.93
2023/9/6 (Miércoles) 5:5:0, 127.90, 10.90, 1290.00, 4504.56, 60.00, 0.93
2023/9/6 (Miércoles) 5:10:0, 127.30, 12.47, 1487.10, 4504.67, 60.00, 0.94
2023/9/6 (Miércoles) 5:15:0, 127.20, 14.51, 1659.30, 4504.81, 60.00, 0.90
2023/9/6 (Miércoles) 5:20:0, 127.30, 14.04, 1614.00, 4504.94, 59.90, 0.90
2023/9/6 (Miércoles) 5:25:0, 127.40, 14.16, 1623.50, 4505.08, 60.00, 0.90
2023/9/6 (Miércoles) 5:30:0, 127.70, 11.94, 1422.00, 4505.22, 59.90, 0.93
2023/9/6 (Miércoles) 5:35:0, 127.10, 12.23, 1452.90, 4505.34, 60.00, 0.93
2023/9/6 (Miércoles) 5:40:0, 127.60, 12.14, 1445.90, 4505.46, 60.00, 0.93
2023/9/6 (Miércoles) 5:45:0, 127.40, 12.33, 1461.90, 4505.58, 59.90, 0.93
2023/9/6 (Miércoles) 5:50:0, 127.60, 12.53, 1491.60, 4505.70, 60.00, 0.93
2023/9/6 (Miércoles) 5:55:0, 127.90, 12.51, 1489.90, 4505.83, 60.00, 0.93
